mol,rmsd,hitmap,ID,Active
FC(C(=O)N1CCC(NC2C(O)COC2)(c2ccccc2)CC1)=CNc1ncccc1,0.27639803,33 38 37 39,DEKOIS-13866,0
Fc1c(C)ccc(C(=O)Nc2ccc(C(=O)N(CCC(=O)NNc3ncccc3)C)cc2)c1,0.20367475,35 43 44 45,DEKOIS-13867,0
FC(=Cc1ccc(C(=O)NCCC(CN)=C)cc1)C=C1C(=O)N(Cc2ccncc2)C(=O)N1,0.20892999,34 43 44 45,DEKOIS-13868,0
Fc1c2NC(C(C)C)C(=O)N3N=C(NC(=O)Nc4c(-c(c1)cc2)ccc(COC)c4)C=CC3,0.78927898,35 43 44 45,DEKOIS-13869,0
Fc1cc(C(=O)NNC(=O)NCC(OC(C#N)CC)C=2C=CCC=2)cc(-c2ncccc2)c1,0.25187755,34 46 47 48,DEKOIS-13870,0
Fc1c(C(C(=O)Nc2nc(C)ccc2)CNC(=O)C=2NC(=O)C3N(C=2)CCCC3)cccc1,0.39033717,35 46 47 48,DEKOIS-13872,0
Fc1c(C(=O)N2CCN(c3c(C(=O)N)cccn3)CC2)ccc(Oc2nccc(CC)c2)c1,0.41818964,39 46 45 47,DEKOIS-13873,0
Fc1c(CCC(=O)NC2C(=O)NCC(Oc3cc(C4C(C)CCN4)ncc3)C2)cccc1,0.45948321,35 42 43 44,DEKOIS-13874,0
Fc1c(CCC(=O)NN=CCC)ccc(NC(=O)Nc2cc(C(=O)N(C)C3CC3)ccc2)c1,0.22715834,37 40 42 43,DEKOIS-13876,0
FC(C=NC(=NC(N)=C)N1CC(c2cc(C(=O)C)ccc2)OCC1)=CNC(=O)C(C)(C)C,0.25216725,33 50 49 51,DEKOIS-13877,0
FC1=C2N(C(=O)NC(=O)N2)CC#CCc2c(cccc2)C=C(C(=O)NC(CCC)CC)N=C1,0.39670059,40 47 48 49,DEKOIS-13878,0
Fc1cc(C(=O)Nc2c(C(=O)NCC(=O)Nc3cc(C)c4NCCc4c3)cccn2)ccc1,0.38248864,34 43 42 41,DEKOIS-13881,0
Fc1c(C(=O)N(CCCCC#N)Cc2oc(-c3ccc(CC)cc3)cn2)c(C)[nH]c1C(=O)N,0.24457768,35 46 47 48,DEKOIS-13883,0
Fc1c(Nc2cc(OCCO)ccc2)ccc(CN(C)C2=NC(CCCN)=CC(=O)N2)c1,0.39123163,38 49 50 51,DEKOIS-13884,0
Fc1c(-c2c(CCC)cnc(NC(=C)C)c2)ccc(C(=O)NNC(=O)C(=O)NCCCC)c1,0.2088946,35 42 43 44,DEKOIS-13887,0
FC1OCCC(C2=NC(=Cc3c(C(=O)NCc4ccncc4)cc(C)cc3C)NN2)C1,0.84899408,36 42 39 44,DEKOIS-13888,0
Fc1cc(C(=O)N(CCNC(=O)NC)Cc2ccccc2)c(NC(=O)c2ncccc2)cc1,0.60193974,38 40 45 42,DEKOIS-13889,0
Fc1c(CC)ccc(C(=O)Nc2c(C(=O)NN=C(C(C#N)C#N)CC)ccc(C(=O)C)c2)c1,0.59211022,34 44 48 45,DEKOIS-13890,0
Fc1c(NC(=O)CC=2C(=O)C(=C(C=C(N)C(=O)C)C)c3[n+]c(CC(C)C)nn3C=2)cccc1,0.61008787,39 42 47 44,DEKOIS-13891,0
Fc1c(N(C(=O)C2NC(=O)N(Cc3nccc(NCC4CCC4)c3)C(=O)C2)CC)cccc1,0.56797409,38 50 49 51,DEKOIS-13894,0
Fc1c(C(=O)NNC(=O)NNC(=O)CCCc2ncccc2)ccc(C=C2CC(=C)CC2)c1,0.40213913,39 46 47 48,DEKOIS-13895,0
Fc1cc2C(=O)N(C(C(=O)NC=CC)C(C)C)CC(C#N)=CC=C(C)NCC(=O)Nc2cc1,0.4997232,43 48 49 50,DEKOIS-13899,0
Fc1c(C=C(C#N)C(=O)N2CCN(c3c(NC(=O)C)cccc3)CC2)ccc(OCC[N+])c1,0.41823852,40 45 44 46,DEKOIS-13900,0
S(CC(=O)N(CC(=O)N)CC(=O)N1C(N=C(F)C)=CC(=O)C=C1)c1c(CC)c(C)co1,0.27444384,38 51 50 52,DEKOIS-13901,0
SC=1N(CC(=O)Oc2c(C(=O)OC)ccc(NC(=O)N(CCF)CC)c2)C(=CC)C(=C)N=1,0.7999844,37 48 42 50,DEKOIS-13908,0
FC(OCC)Oc1ccc(C=C2C(=O)N(CC(=O)NCCc3nc(C)[nH]c3)C(=O)S2)cc1,0.17875995,35 49 50 51,DEKOIS-13911,0
S(Cc1nn(C)c(C(=O)Nc2cc(C(O)C)c(OCF)cc2)c1)c1sc(C(=O)OC)cc1,0.21114396,33 41 42 43,DEKOIS-13912,0
FC(Oc1c(C)sc2c1CN(C(=O)CCC(=O)Nc1cc(C=O)c(O)cc1)CC2)=NN=C,0.26806685,34 41 40 42,DEKOIS-13913,0
FC1OC(CC(=O)Nc2sc(C(=O)OCC)cn2)c2c(O1)cc(Cc1[nH]nc(C)c1)cc2,0.12838113,33 40 41 42,DEKOIS-13914,0
FC=NC(=CC)C(N(C(=O)CCNC(=O)C(=O)Nc1cocc1)CCOC)c1cscc1,0.47037214,38 47 44 48,DEKOIS-13915,0
S=C1N(C)Cc2c(NC(=O)C(Oc3c(OC)c4OC(=O)C=Nc4cc3)C)ccc(F)c2N1,0.56898022,36 48 47 49,DEKOIS-13916,0
[SH](=O)(=O)CCCc1noc(C(=O)Nc2c(C(F)=CC=C3C(=O)N(C)C=N3)ccc(C)c2)c1,0.42930827,36 42 41 43,DEKOIS-13918,0
Fc1c(OC#N)ccc(C=NNC=2SC(=Cc3cc(OC)c(OC)c(C=O)c3)C(=O)N=2)c1,0.17878972,36 42 43 44,DEKOIS-13920,0
S(CC(=O)OC)C1=Nc2nc3c(nc2C(=O)N1)ccc(C(=O)OC1CCC(CF)CC1)c3,0.46368852,36 38 39 40,DEKOIS-13921,0
S(CC(=O)c1cnccc1)c1nc(C2CC2)nc2c1c(NC(=O)C)cc(OC(F)O)c2,0.75491506,34 40 38 39,DEKOIS-13922,0
S(CC(=O)N(CCC#C)C)C1=Nc2c(c(F)c(C(=O)NCC(=O)OCCC)cc2)C(=O)N1,0.41962564,39 48 49 50,DEKOIS-13923,0
Fc1c(NC(=O)C(=O)NC(C(=O)N(C)C)C(C)=C2SC=CC(COC)=N2)ccc(OC)c1,0.85213786,39 45 51 46,DEKOIS-13926,0
FC(NNC(=O)NC)=CCOc1c(C2OCCc3sc(C(=O)N(C)C)cc23)cccc1,0.16283254,34 45 46 47,DEKOIS-13927,0
S(=O)(=O)(Nc1c(F)ccc(NC(=O)CCn2c3c(cc2)cccc3)c1)N1CC(=O)OCC1,0.41962585,38 48 49 50,DEKOIS-13928,0
Fc1c2SCC(=O)Nc2cc(C(=O)OCC(=O)N=C2N(CCO)C(C)C(C)=C(C=C)N2)c1,0.15394114,33 48 49 50,DEKOIS-13929,0
S(CCOC(=O)c1c2c(cc(F)cc2)cc(C(=O)NN=CC(O)=C)c1)Cc1c(C)onn1,0.15667348,33 42 44 45,DEKOIS-13930,0
Fc1c(NC(=O)NC(CC(=O)C2OCCC2)c2onc(-c3scc(OC)c3)n2)cccc1,0.77280849,34 43 44 41,DEKOIS-13931,0
FCCNc1cc(C(=O)OCC=C2C(=O)N(NC(=O)c3c(C)oc(C)c3)C(=N)S2)ccc1,0.13642833,36 47 48 49,DEKOIS-13932,0
FC1(C=C(C(=O)NC2=CCNC(=O)C2)c2c(C=O)cc(-c3ncsc3)cc2)OC(C)=NO1,0.31897742,34 47 46 48,DEKOIS-13933,0
FC(C=Cc1c(C(=NNC(=O)CNC(=O)C(OCc2occc2)=CC)C)sc(OC)n1)C,0.25197828,36 50 43 46,DEKOIS-13935,0
FCC(OC(C(=O)OCCOC1=NC(=Nc2sc3c(n2)CCOC3)C(C)N1)C(C)C)=CC,0.49696133,40 44 43 45,DEKOIS-13936,0
Fc1cc(NC(=O)C)c2C(=O)NC(CN(CC)c3c(OC)cccc3)=NS(=O)(=O)c2c1,0.41962564,36 45 46 47,DEKOIS-13937,0
S(=O)(=O)(CCN(C(=O)Nc1c(-c2oc(CC)c(C)n2)c(F)ccc1)C=O)c1ccncc1,0.65034771,36 42 44 43,DEKOIS-13938,0
S(CC(=O)c1cocc1)c1oc(C=Cc2cc(NC(=O)CC(C(=O)N)C)c(F)cc2)nn1,0.306229,34 47 48 49,DEKOIS-13940,0
[SH](=O)CC1(C)C(=O)N(c2cc(C(=O)NCCc3oc4c(F)cccc4n3)ccc2)C(=O)N1,0.6178847,33 44 50 46,DEKOIS-13941,0
[SH0](=O)(C)c1ccc(C=CCOC=2C(=NNC(=O)COc3ccc(F)cc3)C(=O)NN=2)cc1,0.41960979,37 46 47 48,DEKOIS-13944,0
Fc1c(N=C2SC(=CC(=O)OCc3ccncc3)C(=O)N2)cc(NC(=O)C=O)cc1,0.60738957,33 45 42 44,DEKOIS-13945,0
FC(C(C=C(C(=O)NCc1c(C)c(C(=O)N(C)C)cs1)C)=Cc1ocnc1)=CO,0.3063806,31 44 45 46,DEKOIS-13946,0
S(=O)(=O)(Oc1cc(F)cc(NC2(CC)C(=O)NC(=O)C2)c1)c1cc2c(N(N)CCC2)cc1,0.74833202,34 41 40 38,DEKOIS-13947,0
S(=O)(=O)(C(CO)C)c1cc(F)c(N(C(=O)CCNC(=O)N(C)C)Cc2ncccc2)cc1,0.28287846,39 52 55 56,DEKOIS-13949,0
Fc1c(C)cc(CCCC(=O)N2CCN(CC(=O)Nc3occn3)CC2)cc1C,0.40195245,32 38 39 40,DEKOIS-13950,0
O=C(NCCO)C1OC(=O)COC(=O)c2c3c(sc2C(N=C)=CC(C)C1)sc1c3CCC1,0.40565535,41 49 50 51,DEKOIS-13951,0
S=C(Sc1cc(Oc2ccccc2)c(OC(=O)CO)cc1)N1CC(=O)NC(=CC(=O)C)C1,0.41962585,39 51 52 53,DEKOIS-13952,0
O=C(OC)c1cc2SC(=CC=3NS(=O)(=O)c4c(cc(OC)cc4)C=3)C(=O)Nc2cc1,0.14887084,31 38 39 40,DEKOIS-13953,0
O=C(NCC(c1sccc1)c1cc2OCCOc2cc1)C(=O)NC=1C(C)=CCS(=O)(=O)C=1,0.52381605,37 49 48 50,DEKOIS-13954,0
O=C(N=C1SC(C(=O)Nc2cc(OC)cc(O)c2)CS1)C=Cc1cc2OCCOc2cc1,0.64352089,33 43 41 44,DEKOIS-13955,0
S(Cc1sc(C=CC(=O)OCC(=O)N2c3c(OC(=O)C2)cncc3)cc1)C1=CC(O)C=C1,0.41976321,39 49 50 51,DEKOIS-13956,0
O=C(N=C1SC2=C(S1)CCOC2)Cc1ccc(NC(=O)C2OC(=O)C=3C2=CCOC=3)cc1,0.40064037,34 44 45 46,DEKOIS-13957,0
S=C(OC1=CC(=O)[SH0](=O)C=C1)NC(=O)c1cc(NC(=O)c2c(OCC)cccc2)ccc1,0.54448152,35 46 47 48,DEKOIS-13958,0
S(CC)C=1NC(=C2C(=C)COC2)N=C2SC(C(=O)Oc3cc(C(=O)OC)ccc3)=C(O)C=12,0.25066167,35 46 47 48,DEKOIS-13959,0
S=C(SCC(=O)OCC(=O)Nc1cc(C(=O)OCCO)ccc1)N1c2c(cccc2)CC1,0.2506786,35 47 48 49,DEKOIS-13961,0
S(CC(=O)OC)c1cc(O)c2OCC(Cc3c4c(nc(OC)c3)NCCC(S)=C4)Oc2c1,0.22904658,37 40 41 42,DEKOIS-13964,0
S(=O)(=C)(C)c1c(NC(=O)C2C(=Cc3cc(OC)c(OC)cc3)C(=O)NC(=O)S2)cccc1,0.33474672,34 47 46 48,DEKOIS-13965,0
S(CCOC(=O)C=C1C=C(C2=CCS(=O)(=O)C2)CN(C(=O)C(O)=CN)C1)c1ccccc1,0.32749057,33 42 41 43,DEKOIS-13966,0
O=C(CNC(=O)c1c(C)c(C)c(C(=O)OC)s1)N1Cc2sc3C(CO)OCCc3c2CC1,0.26804072,34 49 48 50,DEKOIS-13967,0
[SH](=O)CCC(SC1=Nc2c(OC1)cc(SCC(=O)Nc1ccc(O)cc1)cc2)C(=O)OC,0.21758753,36 39 40 41,DEKOIS-13968,0
S=C1N(CC(O)COc2cc3OCOc3cc2)C(=O)C(=C(Nc2ccc(C=O)cc2)C)S1,0.20374745,33 39 38 40,DEKOIS-13969,0
S=C(C=C1SCC(C(=O)N)O1)c1ccc(OC(=O)C=2N(C)C=COC=2C=CC(=O)C)cc1,0.20057343,36 40 41 42,DEKOIS-13970,0
O=C(Nc1c(C(=O)OC)c2c(s1)CC(C(=O)NC)CC2)COc1ccccc1,0.15604749,29 35 36 37,DEKOIS-13971,0
S(C=CC=CC(=O)OC(Sc1cc(NC(=O)C(=O)OCC=2C=CCC=2)ccc1)C(=O)N)C,0.55357087,39 50 51 52,DEKOIS-13972,0
O=C(OC)c1sc(NC(=O)c2sc3c(c2)CCC3)c2C(=O)CC(=O)Nc12,0.41979849,31 38 39 40,DEKOIS-13973,0
O=C(N=C1Sc2c(S1)cccc2)c1c(C)oc(CNC(=O)C2C(CCO)CCC(=O)O2)c1,0.25619003,33 43 44 45,DEKOIS-13974,0
O=C(COc1cc2c(cc1)CN(C(=O)c1sccc1)CC2)N1CC(OC)(O)CC(O)C1,0.22030048,35 51 52 53,DEKOIS-13975,0
S(=O)(=O)(O)c1cc(C=O)c(NC(=O)CCSc2c(N3C(C)=CCCC3=O)cccc2)cc1,0.32584813,35 54 53 55,DEKOIS-13976,0
[SH0](=O)(CC(=O)Nc1cc2C(=O)OC(=O)c2cc1)Cc1c(C2C(C)CCC2)ccc(S)n1,0.26832348,34 48 49 50,DEKOIS-13978,0
S(C=CC(=O)Nc1ccc(C(=O)O)cc1)Cc1oc(C(=O)NC(C)C2=C[SH0](=O)C=C2)cc1,0.20347711,33 44 45 46,DEKOIS-13979,0
S(=O)(=O)(NC(=O)N=CC1=CC1)c1ccc(C=CCS(=O)(=O)c2ccc(C(=O)C)cc2)cc1,0.20888062,33 38 39 40,DEKOIS-13980,0
S(Cc1cc(CCC(=O)OCC#CCO)c(NC(=O)OC(C)(C)C)cc1)c1ncsc1,0.46368852,38 44 45 46,DEKOIS-13981,0
O(C(C(O)=C)=CC)C(=O)CC=1NC(=C2C(=O)N(C(=O)C)C(=O)SC2c2ccccc2)SC=1,0.40816906,40 48 50 51,DEKOIS-13982,0
O=C(N)COC(=O)c1sc(C(=O)N2CC(C)SCC2)c(OCCc2ccccc2)c1,0.17128821,32 40 41 42,DEKOIS-13984,0
O=C(N1C(=O)SCCC1)c1oc(C)c2C(=O)Nc3c(C(O)CC(=O)CSCc12)cccc3,0.34860918,33 42 43 45,DEKOIS-13985,0
S(CC=1Oc2c(OC(=O)C(C=C(N)CS)=CC=CN(C(=O)CC=O)C(=O)C=1)cccc2)C,0.4198972,36 47 46 48,DEKOIS-13988,0
O=C(N=C1N(CC(O)C(O)(C)C)C=2C(S1)=COCC=2)COC(=O)c1sc2c(c1)cccc2,0.16285694,34 51 52 53,DEKOIS-13989,0
O=C1OCCc2c(SC=C3C(N)=CC=C3SCCOC(=O)C3C1OC(=O)C3)cccc2,0.36351204,33 41 42 43,DEKOIS-13990,0
O=C(O)Nc1sc(C(=O)C=Cc2sc(C(=O)OCc3cc4c(OC(C)C4)cc3)cc2)cn1,0.12843037,36 43 44 45,DEKOIS-13991,0
S(=O)(=O)(N1CC(S(=O)(=O)c2c(NC(=O)C)cc(OC)cc2)CC1)c1c(C)ccc(C)c1,0.41941732,38 52 53 54,DEKOIS-13992,0
S(C=C(C(=O)NCc1sc2c(-c3c(C(NC(=O)O)C2)cccc3)c1)C(=O)C)CC(=O)OC,0.55749893,34 51 52 49,DEKOIS-13993,0
O=C(OCC=C)N1C(=O)C2=CC(=C)[SH0](SC2)=NC(=O)C(C=O)=Cc2cc(C(=O)C1)ccc2,0.59540826,39 51 52 49,DEKOIS-13994,0
S(C)c1c(OC(=O)c2c(C)c(C(=O)OC)sc2)ccc(NC(=O)C=Cc2c[nH]cc2)c1,0.34487969,32 39 40 41,DEKOIS-13995,0
S(CC#CCOC(=O)COC(=O)c1sc2c(c1)cccc2)c1cc(C(=O)N)c(N)cc1,0.16295958,33 45 46 47,DEKOIS-13996,0
S(CC(=O)NC(=O)C)c1nccc(C=C2C(=O)NC(=Cc3c(OC)c(OC)ccc3)S2)c1,0.38004661,40 48 52 49,DEKOIS-13997,0
O=C(OCCOc1c(C)cc2nscc2c1)NCCC(=O)Oc1c2c(ccc1)C[SH0](=O)C2,0.47037214,39 42 46 44,DEKOIS-13999,0
O=C1NC(=O)c2c1cc1OC(=O)CSc3sc4c(c3)CCC(C#CNC(=O)COc1c2)C4,0.21233882,33 49 50 51,DEKOIS-14000,0
S(CC(=O)N=C1N2C(=NN1)CCCC2)c1c(C)c(C(=O)OC(CO)CC#C)ccc1C=O,0.39164698,33 46 45 47,DEKOIS-14001,0
Fc1c(OCC(=O)N)c(OCC#Cc2sc(CN3C(=O)C(C#N)(C)CCC3=O)nc2)ccc1,0.41989854,40 48 49 50,DEKOIS-14002,0
FC(=O)C(C(=O)OCCCCNC(=O)C(=O)Nc1c(N2N=CC2)cccc1)=Cc1sccc1,0.76577181,37 46 45 47,DEKOIS-14003,0
FCC1CS(=O)(=O)C(CN2C(C)CN(c3nc4c(C)c(C)oc4cc3)C(C(=O)NC=O)C2)C1,0.6776759,42 54 53 55,DEKOIS-14004,0
S(CC(=O)Nc1c(F)ccc(-c2ccc(OC)cc2)c1)C1C(=O)N(C)C(=O)NC(=O)C1,0.27169806,35 41 42 43,DEKOIS-14006,0
FC(C(=O)N1C(C(=O)O)CCCC1)=CC(=CC=1SC(=O)N(C(=O)Nc2cc(C)ccc2)N=1)C,0.47608006,39 43 44 46,DEKOIS-14007,0
S(C(F)=C(C(=O)NCC#N)C=1OC(=O)CCNC(=O)CC=CC(=Cc2occc2)C=1)CC#N,0.46360901,37 46 47 48,DEKOIS-14008,0
FC(=CO)C=1C2=NN=CC2=C(C(=O)N(CCCO)CC2C[SH0](=O)OC2)C(c2ncccc2)C=1,0.66946661,39 55 43 53,DEKOIS-14009,0
S(C)c1c(NC(=O)N2CC(=O)N(c3c(F)c(C(=O)O)ccc3NC(=O)CC)CC2)cccc1,0.48073137,36 40 41 42,DEKOIS-14010,0
S(CC(F)=CC(=O)NC)C=1N(CC(O)C)CCOc2c(NC(=O)CCC(=O)N=1)ccc(C)c2,0.24237923,38 49 50 51,DEKOIS-14011,0
S(CC1OC(C(=O)OCC(=O)Nc2c(F)ccc(NC(=O)N(C)C)c2)CC1)c1ccncc1,0.330062,35 47 48 49,DEKOIS-14012,0
S=C1NC(=O)C(=Cc2cc(F)c(OCc3ccc(OCC(=O)N(C)C)cc3)cc2)C(=O)N1,0.30098134,35 43 40 42,DEKOIS-14013,0
FC(=CC1=C2C(C)CC(O2)C1)C=1OCCC[SH0](=O)CCNC(=O)NC=C(c2onc(C)n2)C=1,0.15492268,37 45 44 46,DEKOIS-14014,0
S(CC(=O)NCC(=O)Oc1cc(C(=O)N)ccc1)c1nc(F)c(C(=O)N2CCCCC2)cc1,0.2506789,34 39 40 41,DEKOIS-14015,0
[SH0](=O)(CCN(C(=O)C=Cc1cc2OCC(NC(=O)Nc3c(C)ncc(F)c3)Oc2cc1)C)C,0.46364471,38 47 48 49,DEKOIS-14016,0
S(=O)(=O)(NC(C(C)N1CC(C(=O)NC)OCC1)C)c1c(N=C(F)C)c2c(cc1)cccc2,0.54116666,38 41 42 43,DEKOIS-14017,0
Fc1c(OC)cc(OCCC2C(CC(=O)NN3C(=O)Nc4c3nccc4)=CSC2)cc1C=O,0.20221595,34 50 49 51,DEKOIS-14018,0
Fc1cc(OCC(=O)NC2C(=O)OCC2O)cc(N2CCN(C(C)c3sc(C)cn3)CC2)c1,0.46358627,36 49 48 50,DEKOIS-14020,0
SC1=C(N)CN(C(=O)C=2C(=O)N(OC)CC(=CC(=O)OC)C=2CC)C(CC=2C(F)=NCC=2)C1,0.67064095,34 49 50 46,DEKOIS-14022,0
FC1=CC=C(C(=O)N(CNC(=O)N2C(=O)NCC2)CC=Cc2cc(OC)c(OC)cc2)SC1,0.52937955,38 43 45 46,DEKOIS-14024,0
S(=O)(=O)(N(CC(=O)N(CCN1C(=O)C(F)C(=O)Nc2c1cccc2)Cc1ccccc1)C)C,0.44320378,39 48 49 50,DEKOIS-14025,0
S(C(=CC=1N(C(=O)c2c[nH]nc2)C(=O)C=CC=1)C)CC(=O)OC(C(=O)NCC)C,0.51572317,33 37 36 38,DEKOIS-14026,0
Fc1cc(NC(=O)C(C=O)=C2SCC(=O)N(CC(C(=O)N3C(=O)CC=CC3)C)C=N2)ccc1,0.34880909,36 51 53 54,DEKOIS-14029,0
Fc1c(OC(=O)NNC(=NC(=O)C2(C)SCCC2)COCC)ccc(C(=O)N2CCCC2)c1,0.20387477,35 49 50 51,DEKOIS-14032,0
S(=O)(=O)(OCC)CC1N(C(=O)C(NC=2n3c4c(cc3C(=O)N=2)ccc(F)c4)C(C)C)CCC1,0.24145928,35 53 54 55,DEKOIS-14033,0
Fc1c(N2C(=NC(=O)C(=O)N3CCOCC3)SC=C2CC)ccc(C(=O)NCC(OC)C)c1,0.20368205,35 51 52 53,DEKOIS-14034,0
FC(C=CC=1N(O)C(NC(=O)NOCC=2N=CS(=O)(=O)C=2)=C(C(C)=C=1)C1CC(C)CCC1)C,0.614537,34 42 43 46,DEKOIS-14035,0
FC1OCCN2C(=O)Cn3c4c(nc3SCC(=O)NC=CCC12)cc(OCC1CC1)cc4,0.22530368,34 41 42 43,DEKOIS-14037,0
S(=O)(=O)(CCCCN1C(=O)C(NC(=O)C2N(C(=O)NC(C(F)=C)=C)C(C)CC2)=CC=C1C)C,0.48999014,35 55 56 57,DEKOIS-14038,0
S(=O)(=O)(N1CCN(C(=O)CON=CC)CC1)c1ccc(C=C2C(=O)C(C)CC(CF)=N2)cc1,0.26525536,41 54 55 56,DEKOIS-14039,0
Fc1c(C=NC(=O)C(C#N)=Cc2c(C)nc(NC(=O)C(=O)OC)s2)ccc(COCCC)c1,0.54100388,39 45 46 47,DEKOIS-14041,0
FCC(OCCCNC(=O)Cc1sc(C=C(NC(=O)c2ncccc2)C(=O)OC)cc1)C#N,0.61933446,34 44 52 46,DEKOIS-14044,0
S(C(OCF)=NC(N)=C(C(=O)N(C)C)C1NC(=O)Oc2c1cccc2)CC(=O)C(C=C)=CC,0.19566657,37 50 42 44,DEKOIS-14048,0
S(CC=C(Nc1ncc(C(=O)OC)c(CCCO)c1)C=1OC(=O)C(F)=CN=1)c1ncccc1,0.23987831,34 40 41 42,DEKOIS-14049,0
Fc1ncc(COC(=O)c2ccc(-c3c(C=C(NC(=O)C)C(=O)N)ccnc3)cc2)cc1,0.20888062,34 43 44 45,DEKOIS-14051,0
FC(Oc1c(-c2n[nH]c3c2C=CC(=O)N=C(O)CC(CCC)NCC3)cccc1)=CC=O,0.27463284,40 48 47 49,DEKOIS-14052,0
Fc1c2OCC(OCC(=O)NCC(=O)Nc3[nH]nc(-c4ccccc4)c3)=C(C)c2ccc1,0.41976082,37 41 42 43,DEKOIS-14053,0
O=C(N=C1Nc2nc3c(C(=O)CC(C)(C)C3)cc2N1)C(C(=O)C)=COC1CC=CCC1,0.4145343,38 48 49 50,DEKOIS-14055,0
Fc1nc2NC(C(C)c3c(C=CC(=O)OCc4c(O)c(OC)ccc4)c[nH]n3)Cc2cc1,0.64644748,38 49 48 41,DEKOIS-14056,0
Fc1c(N)cc2c(C(=O)C)cc(C=CC(=O)NN=C(OC)c3c(C=O)cccc3)nc2c1,0.3518123,35 48 47 49,DEKOIS-14057,0
Fc1c(C)ccc(C(=O)NNC(=O)c2c(C=CC(=O)O)cnc(-c3c(C)cccc3)n2)c1,0.2088946,33 39 40 41,DEKOIS-14060,0
Fc1c(NC(=O)C=Cc2ccc(C)cc2)ccc(C(=O)N2CC(C(=O)N)OC(C)C2)c1,0.20373581,33 42 43 44,DEKOIS-14062,0
Fc1cc(OC)cc(-c2c(CN(C=O)c3ccc(C(=O)NNC(=O)N)cc3)cccc2)c1,0.20373581,35 42 43 44,DEKOIS-14063,0
Fc1cc(OCC(Nc2ncc(C#N)cc2)C(=O)N)cc(-c2ccc(C(=O)C)cc2)c1,0.20888805,32 37 38 39,DEKOIS-14064,0
Fc1c(C=NNC(=O)CCC(=O)Nc2c(OCc3c[nH]cc3)ccc(OC)c2)cccc1,0.46299925,38 47 45 46,DEKOIS-14065,0
FC(Oc1cc2c(C(=O)Cc3c(OCC(=O)NN=C2)cccc3)cc1)=Cc1c[nH]cc1,0.45940462,35 45 39 40,DEKOIS-14067,0
Fc1cc(c(NC(=O)c2cc(C=O)c(O)cc2)cc1)C1c2c(N(CCC)C(=O)C1)[nH]nc2,0.27372977,35 48 43 49,DEKOIS-14068,0
Fc1c(C)c(CN2C(=O)Oc3c2cccc3)cc(NC(=O)C(CCC=O)c2[nH]ncc2)c1,0.20259877,37 43 42 44,DEKOIS-14069,0
Fc1c(Oc2ccncc2)ccc(CCNC(=O)C=2C(=O)N(C)C(=O)CC=2NC2CC2)c1,0.35185212,33 39 40 41,DEKOIS-14070,0
Fc1cc(NC(=O)CCC(=O)N2Cc3c(C)n(-c4ccc(O)cc4)nc3CC2)ccc1,0.25793225,32 41 40 42,DEKOIS-14071,0
FC1C(=CC=CC)NC(C(=O)N2CC=C(NC(=O)c3cc4nc(CC)oc4cc3)CC2)O1,0.28381243,33 41 40 42,DEKOIS-14073,0
FC(N(C(=O)CNC(=O)C(=O)Nc1cc(c(OCC(=CC)C)cc1)C1=CCNCC1)C)=C,0.56797409,39 45 44 46,DEKOIS-14076,0
Fc1c(c(NC(=O)C=2NC(=O)C=C(C(=O)NCc3occc3)C=2)ccc1)C1=NCCCC1,0.20474035,33 38 42 40,DEKOIS-14077,0
Fc1c2c(cc(C(NC(=O)COC(=O)c3cc4NC(=O)N(C)c4cc3)CC)c1)ccnc2,0.14684701,33 43 44 45,DEKOIS-14078,0
Fc1c(C(=O)NCC)cccc1C(=O)Nc1c(NC(=O)C2CN(C)C(=O)C2)cc(C)cc1,0.42370662,35 48 49 50,DEKOIS-14079,0
Fc1c(NC(=O)C(=O)Nc2c(OC)cccc2)c2c(cc3c(NC(=O)CCC3)c2)cc1,0.29246107,35 44 45 46,DEKOIS-14080,0
Fc1c(NC=CC(=O)OCc2cc(C)c(O)c(C)c2)nc(NCC2OCCN(C)C2)cc1,0.44078419,37 42 43 44,DEKOIS-14081,0
Fc1c(C(=NNC(=O)c2c(O)ccc(C)c2)C)cc(C=CC(=O)N2CCNCC2)cc1,0.41823852,38 46 45 47,DEKOIS-14083,0
Fc1cc(C(=O)NNC(=O)c2oc(CC(=O)Nc3ccc(CC)cc3)c(C#N)c2)ccc1,0.27829534,34 44 45 46,DEKOIS-14084,0
Fc1c(NC(=O)c2ncc(C(=O)NCCOc3c(C#N)c(C=O)ccc3)cc2)cccc1,0.33928347,34 41 42 43,DEKOIS-14085,0
Fc1c(CN2C(=O)C=CC(C(=O)Nc3ccc(C)cc3)=N2)c(O)ccc1OC,0.22904658,34 42 43 44,DEKOIS-14086,0
Fc1cc2c(OC(C(=O)NNC(=O)C(=O)NCCc3cc(C#N)c(C=CC)cc3)C2)cc1,0.43785569,34 45 46 47,DEKOIS-14087,0
Fc1c(OCc2c(O)ccc(N)c2)ccc(C=C(C#N)C(=O)N2CCC(C)CC2)c1,0.29136282,31 38 37 39,DEKOIS-14089,0
Fc1cc2c(N(C(=O)C=Cc3cc(NC(=O)NCC(=O)NC)c(OC)cc3)CCC2)cc1,0.41964737,37 40 41 42,DEKOIS-14090,0
