mol,rmsd,hitmap,ID,Active
Fc1c(C(=O)N2C(C)=Cc3nc(NC(=CC)CC)ccc3C2)cc(C(=O)OC(C(=O)OC)C=O)cc1,0.56796247,44 56 55 57,DEKOIS-27694,0
Fc1c2c(C(=O)OC(C=CC(=O)NCC3C4C5C(C3CC4)COC5)=CC=CNC(=O)C=C2)oc1,0.41592789,41 49 46 51,DEKOIS-27695,0
FC(=O)Oc1c(OCCNC(=O)c2ccc(C=O)cc2)ccc(N2C(=O)CCC2C2=CC[N+]CC2)c1,0.20888062,37 45 46 47,DEKOIS-27696,0
Fc1c(C(=O)N(C)c2cc(OCC(=O)OC)c(CC=C)cc2)ccc(C=CC(=O)NCC(=O)NC)c1,0.41962564,43 53 54 55,DEKOIS-27697,0
Fc1c2C(=CC(=O)N3CC(O)CCC3)NC(=O)C=Cc3c(occ3)C3OCN(C3)CCOc(c1)cc2,0.60472661,39 50 44 45,DEKOIS-27698,0
FC(=O)c1c(NC(=O)c2[nH]c3c(c(N(CC(=O)OCC#N)CC#N)ccc3)c2)ccc2OCCOc12,0.41964737,41 45 46 47,DEKOIS-27701,0
FC1Oc2c(OC(=O)c3cnc(N(CC=C)CC(=O)NC4=CC(NC=C4)=CO1)nc3)ccc(OC)c2,0.22267468,39 51 52 53,DEKOIS-27702,0
FC(=CC(NC(=O)c1oc2c(C(=O)NCCC2)c1)COC)c1nnc(-c2noc(C)c2)c2c1COC2,0.5810203,45 56 57 58,DEKOIS-27703,0
FC(OC)c1ccc(C(=O)OCc2nn3C(C(=O)N4CCN(C(=O)C=CO)CC4)=CC=Nc3c2)cc1,0.20888062,37 47 48 49,DEKOIS-27705,0
Fc1c(OCC(=O)NCC2=C(C(=O)N3CCCC3)C(=O)N3C(=C)C(=C)NC3=N2)c(OC)ccc1OC,0.58104408,42 54 50 48,DEKOIS-27706,0
Fc1c(OC(=O)c2ccc(-n3c(NC(=O)C4OCCN(C(=O)COC)C4)c(C)nn3)cc2)cccc1,0.31675994,42 47 46 48,DEKOIS-27707,0
Fc1c(OC2C(=O)N(CC(=O)N(Cc3cn(C)nc3)c3cc(C(=O)N)ccc3)C(=O)C2)cccc1,0.38878614,42 50 51 52,DEKOIS-27708,0
Fc1c(OC)cc(-c2nn(CC(=O)NN(C(=O)c3occc3)C)c(NC(=O)C(=O)C)c2)cc1,0.30640697,39 52 51 53,DEKOIS-27709,0
FC(=O)Oc1ccc(OCc2c(NC(=O)N3CCCC3)n3C(C)=C(C#N)C(C(=O)OC)=Cc3n2)cc1,0.74130619,37 54 43 45,DEKOIS-27710,0
Fc1c(OC)ccc(NC=2N(C(C=O)=CNC)C(C)=NC(=O)CC(=O)OC(C)(C)CC(=O)N=2)c1,0.62788236,41 53 48 50,DEKOIS-27712,0
Fc1cc(C(=O)N=C2N3C(c4ccccc4)=CC(C(=O)N)=CC3=NC(=O)N2)c(OCC(=O)OC)cc1,0.19370933,38 54 55 56,DEKOIS-27713,0
Fc1cc2C(=O)N(CC(=O)N3C(C(=O)NN=C4C(=O)OC=C4O)C=C(C)CC3)C(CCC)=Nc2cc1,0.44372171,43 56 55 57,DEKOIS-27715,0
Fc1c(NC(=O)c2cc(NC=C3C(=O)OCC(=O)OCCCC(=O)NN=C3C)ncc2)cc(C)cc1,0.13004531,40 45 46 47,DEKOIS-27717,0
Fc1c(Oc2cc(C(=O)NCC(=O)N3CC(c4nc(C(C#N)CO)on4)OCC3)ccc2)cccc1,0.27472511,37 51 52 53,DEKOIS-27719,0
Fc1c(NC(=O)c2ncccc2)ccc(-c2oc(C=CC(=O)N(CCC(=O)NC(=O)OC)C)cn2)c1,0.30689648,41 51 50 52,DEKOIS-27720,0
Fc1cc2OCc3ncc(C(=O)Nc4c(NC(=O)COCC(=O)NC)nc(OC)cc4)cc3-c2cc1,0.41962564,43 50 51 52,DEKOIS-27721,0
Fc1c2c(cc(OC)c(Oc3cc4NC(=O)Oc4cc3)c2)cc(C(=O)N2CCN(C(=O)NN)CC2)c1,0.15605415,38 44 45 46,DEKOIS-27723,0
FC(Oc1c(OC)ccc(C=CC(=O)C2C(O)CCO2)c1)=Cc1c(C(=O)n2cncc2)c(N)n(C)n1,0.62996614,40 51 45 47,DEKOIS-27724,0
FC(C(=O)OC)=CC=1C(=O)OC2C(C=1C)=CN=CC(=CC)N=C(O)OC=Cn1c(nc(C#N)c1)C=C2,0.44622046,41 48 49 50,DEKOIS-27725,0
Fc1oc(CN2C(=O)C(Nc3ccc(C#N)cc3)=NC(=O)C2(CN(C(=O)COC(=O)CC)C)C)cc1,0.39190996,42 49 53 50,DEKOIS-27727,0
FC(NC=O)=C(COC(C=C)=CC)C=1C(=O)Nc2c(OC(O)CN(C=NC)N=CC=1OC)cccc2,0.30642295,42 50 49 51,DEKOIS-27728,0
FCOc1c(OCC=O)cc(C(=O)N(CCC2=Nc3n(C4CCOCC4)nc(C)c3C(=O)N2)C)cc1,0.14684103,38 48 49 50,DEKOIS-27729,0
FC=CN1C(=O)C=2C(=N)NCC=2C=CC=C(C)C=CC=2OC(=O)CC(N(CCOC)C(=O)C1)C(=O)N=2,0.38276038,46 59 60 61,DEKOIS-27730,0
FC=1N(C)c2c(N3C(=O)c4c(C)onc4C=CC(=O)NC(C#N)COCC(C)OC(=O)C=13)cccc2,0.44200248,40 55 56 57,DEKOIS-27732,0
Fc1cc2OC(CC(=O)N(C)c3[nH]nc(C)c3)C(=O)OCCOC(=CC=CC)C=NNC(=O)c2cc1,0.26529127,41 54 49 56,DEKOIS-27733,0
Fc1c2C(N=C(NCCOC(=O)OC)NCc3cc(OC)c(OC(C#N)C)cc3)=NC(=O)c2ccc1,0.37257269,37 49 50 51,DEKOIS-27734,0
Fc1c(C2=NC3=NN=C(C(=O)OCC(=O)NC(=O)C(OC(C(=C)C)=CC)CN2)CC3)ccc(C=O)c1,0.18781121,43 52 53 54,DEKOIS-27737,0
Fc1cc(-c2nc(-c3ccc(NC(=O)C(=O)N4CCN(C(OC(=O)O)=O)CC4)cc3)ncc2)ccc1,0.41823852,40 51 50 52,DEKOIS-27738,0
Fc1c(CN(C(=O)CCCc2nn(C)c(C(=O)Nc3c(OC)coc3)c2)CC#N)cc2OCOc2c1,0.30653703,41 49 48 50,DEKOIS-27741,0
Fc1c(NC(=O)NC(=O)c2cc3OCCCN(C(=O)N(CCOCC#N)C)c3cc2)cc(OC)cc1,0.60654807,38 47 49 50,DEKOIS-27743,0
Fc1c(C(=O)NCC=2N=NC(C(=O)OC)C=2)ccc(OC(=O)c2c[nH]nc2)c1,0.489012,29 34 35 36,DEKOIS-27745,0
Fc1c(CN2c3nc(Nc4cc(N(C(=O)C)CC)ccc4)oc3CCC2)c(C(=O)OC)oc1C(=O)N,0.49895102,41 50 51 52,DEKOIS-27746,0
Fc1c(OC(=O)c2n(Cc3ocnn3)c(C(=O)NC)cc2)c(OCCCNC(=O)C2CCC2)ccc1,0.17951964,41 50 51 52,DEKOIS-27748,0
Fc1c(OC)c(O)ccc1C(=O)N=C(NC)Nc1cc(C)c(C(=O)N2CN(CCOC)C(=O)C2)cc1,0.38467878,42 56 55 57,DEKOIS-27749,0
O=C(NC(CC)c1cc2nc(-c3c(C)occ3)oc2cc1)CN1C(=O)N(C(C#N)CC)C(=O)C1=O,0.67563629,40 52 46 51,DEKOIS-27750,0
Fc1c(C(C#N)=C2SCC(=O)N2)ccc(OCc2ccc(OC(=O)CC3C(=O)N=CNC3=O)cc2)c1,0.31172898,37 43 44 45,DEKOIS-27751,0
Fc1c(N2CCCCCC2)ccc(NC(=O)C2OC(=O)C(=O)NCCSC=C(C)N(C(=O)OC)C2)c1,0.56769943,42 55 54 56,DEKOIS-27753,0
S=C1NC(=O)c2c(N1)ccc(C=CC(=O)OCC(=O)N1CCN(C(OC(C)(C)C)=O)CC1)c2,0.32596511,34 53 54 55,DEKOIS-27754,0
FC=C(O)C(=CC)N1C(=O)c2c(C1=O)ccc(NC(=O)C(=O)N1CCN(C(=O)c3sccc3)CC1)c2,0.22022788,38 55 56 57,DEKOIS-27756,0
S(C(=NC=1C(=O)N(C)C(=C)C(=CC)C=1F)NC(=O)CCOC(=O)c1[nH]cc(C(OC(C)(C)C)=O)c1)C,0.29471368,38 51 52 53,DEKOIS-27757,0
[SH0](=O)(Oc1cc(OCc2c(F)ccc(C(=O)N3C(=O)CC(N4CCNCCC4)C(=O)N3)c2)ccc1)C,0.38837627,42 51 59 60,DEKOIS-27758,0
FC=1C=C(NC(=O)C2=NC(=O)C3C(C(=O)OCC(=O)N(CC)C(C)=CC=CN2)=CSCC3)C(=C)OC=1,0.35728124,39 51 56 55,DEKOIS-27759,0
[SH](=O)CC(=O)NC1C(=O)N(c2c(NC(=O)C3CC(=O)N(c4c(F)cccc4)CC3)cccc2)C(=O)C1,0.6464051,40 55 46 47,DEKOIS-27760,0
S=C(NNC(=O)C(=O)N(CCOc1ccc(C(=O)OC(C)C2=CC(F)OC=C2)cc1)C)N1CCCC1,0.50777233,41 53 52 50,DEKOIS-27761,0
O=C(Nc1c(C(=O)OC2CC3(OCC2)CN(C)C(=O)C3)cccn1)C=Cc1nc(C2CC2)sc1,0.42967096,39 43 42 44,DEKOIS-27762,0
FCCN1C(=O)C(=NNC(=O)COc2ccc(C(=O)NC3(C)CS(=O)(=O)CC3)cc2)c2c1cccc2,0.41985139,41 47 48 49,DEKOIS-27763,0
Fc1cc(C(=O)N2C3(C(=O)N(Cc4onc(C(=O)NC=5C(O)CCCC=5)c4)C(=O)C3)CSC2)ccc1,0.86587065,37 48 47 58,DEKOIS-27764,0
O=C(C=Cc1c(C(=O)NC2(C(=O)O)CCCC2)cc2c(N(CC=3N=C(C)[SH0](=O)C=3)C(=O)C=C2)n1)C,0.60475022,40 43 56 45,DEKOIS-27765,0
S(CC(=O)Nc1cc2C(=O)N(C)C(=O)N(CC3NC(=O)OCCC3)c2cc1)c1c(F)c(OC)ccc1,0.32345715,38 48 49 50,DEKOIS-27766,0
S(=O)(=O)(CC1=C(C)N(C(C=C)=CC)C(=O)COC(=O)c2cc(F)cc(N3CCN(C(=O)N1)CC3)c2)C,0.2723805,37 50 51 52,DEKOIS-27767,0
FC(=CN1C(=O)C=CN=C1)c1oc(CCCC=CCC(=O)NC2(C(=O)NC)CCS(=O)(=O)CC2)cc1,0.27461261,44 52 53 54,DEKOIS-27768,0
[SH](=O)(=O)C=C1C=C(C(F)=C)C(CN(C(=O)c2cc(OC)ccc2)C)N(C(=O)c2cc(N)ncc2)C1,0.78889143,36 47 45 49,DEKOIS-27769,0
Fc1c(OC=O)ccc(NC(=NC(=O)c2cscc2)CNC(=O)C2OC(C(C)C)CN(C(=O)C)C2)c1,0.31670964,42 46 45 47,DEKOIS-27770,0
Fc1c(N2C(=O)CSCC2=O)ccc(OC(=O)c2ccc(NC(=O)NC3C(CCOC)C3)cc2)c1,0.66185743,37 52 50 53,DEKOIS-27772,0
FONC(=O)CC(Cc1occ(C(=O)Nc2cc3c(sc(C(=O)N4CCN(C=O)CC4)c3)cc2)c1)C,0.16292234,38 50 51 52,DEKOIS-27773,0
FC(C(C(OC(=O)C(OC(=O)c1sc(C(=O)N=C2NC(C3CCCC3)=NN2)cc1)C)C(=O)C)=CC)=C,0.84413999,42 56 45 57,DEKOIS-27774,0
S(CC1(C)C(=O)N(C(OC(C)(C)C)=O)CC(=O)N1)c1cc2nc[nH]c2cc1,0.37329525,34 39 38 40,DEKOIS-27775,0
S=C1N(CCCCOc2c(F)cc(C(=O)OC3CCCCC3)cc2)C(=O)N(C(N)=N1)C1=CC(=O)OC1,0.42982817,39 51 52 53,DEKOIS-27776,0
S(CC(=O)OCC1OC2C(=O)N(C1)CCCCC2)C=1N(C)C(=O)C(C(=O)Nc2cc(F)ccc2)=CN=1,0.39056706,41 44 43 45,DEKOIS-27777,0
Fc1cc2NC(=O)CSCC(=O)N(C)CC(=O)NC(=Cc3ccc(C(=O)NC)cc3)C(=O)Oc2cc1,0.20870785,37 44 45 46,DEKOIS-27778,0
S(C(C(=O)Nc1cc(F)c(OCC2OCCC2)cc1)C)CC(=O)NN=C1C(=O)C=CC=C1C(=O)NC,0.44494042,42 51 55 53,DEKOIS-27779,0
S(=O)(=O)(Nc1c(NC(=O)N2CCOCC2)cccc1)CC=CN(C(=O)C)CCOc1c(F)cccc1,0.72057313,39 52 45 46,DEKOIS-27780,0
Fc1c(Oc2ncc(C(=O)NCCc3c4NCC(=O)NCOCCOC(=O)c4sc3)cc2)cccc1,0.21734257,38 46 47 48,DEKOIS-27781,0
Fc1c(N(C(=O)C=CC(=O)NCC(=O)NC=2C(=O)N(C)C=3SCOC(=O)C=3C=2)CCC)ccc(C)c1,0.34474546,37 55 56 57,DEKOIS-27782,0
Fc1c2N(C(=O)CC#CCOC(=O)CCC(=O)Nc3sc(C)c(C)n3)CN(CC(=O)OC)c2ccc1,0.4635714,42 51 52 53,DEKOIS-27783,0
S(CC#CCN1C(=O)N(CC(=CC)CO)C(=O)C1=O)c1c(C)n(C(=O)Oc2cc(F)ccc2)nc1C,0.54358131,41 59 58 60,DEKOIS-27785,0
Fc1c(C(=O)OCC(=O)N(CC(=O)Nc2sc(C#N)c(C(C)(C)C)n2)C)cc(C(=O)OC)cc1,0.20051268,35 44 51 46,DEKOIS-27786,0
[SH](=O)(=O)CCN(C(=O)N(CC(=O)NC(=O)Nc1ccc(C=CC(OC)=CF)cc1)c1ccccc1)C,0.78026348,43 60 55 56,DEKOIS-27787,0
FC(C(C(=O)Nc1n(C=O)nc(CC)c1)=CC(ON=C1C(C)=C(C)CSC1)=O)=CC(=O)C(=CC)CO,0.6541658,44 60 59 61,DEKOIS-27788,0
FC(=C)C=1NC(=O)c2c(C)cc(SCCOCC(=O)C(C)N(CCO)CC(=O)NNC=C(O)C=1)cc2,0.79238051,42 55 53 56,DEKOIS-27789,0
Fc1c(NC(=O)C(=O)Nc2ccc(N3CC(C(=O)[N+]4CCS(=O)(=O)CC4)CCC3)cc2)cccc1,0.26764473,37 44 45 46,DEKOIS-27791,0
FC=1C(C(N(C(=O)Nc2c(COCC=C)cccc2)CC2=C[SH0](=O)C=C2)C(=O)NC)=CC(=O)OC=1,0.47081226,38 55 56 57,DEKOIS-27792,0
Fc1c2OCCC#CSCCOC(=O)c3ccc(NC(=O)N4CC(=O)N(C(=O)C4)c(c1)cc2)cc3,0.30972263,37 43 44 45,DEKOIS-27793,0
S=C1N(c2cc(F)c(C=O)cc2)C(=O)C(OC(=O)CCC[n+]2noc3c2CC(C)C=C3)C(=O)N1,0.20367475,36 49 48 50,DEKOIS-27794,0
[SH](=O)(=O)C(C#N)=CNC1=[N+]C(=Cc2ccc(C(=O)OCC(C)C3C(C(F)=C)=C(C)CO3)cc2)C(=O)N1,0.20879683,38 47 48 49,DEKOIS-27795,0
Fc1c2C(=O)OCC(c3sc(C[N+](CC#N)C)cc3)OCCOC(=O)NC=CN(C)C(=O)c2ccc1,0.43343765,41 47 46 48,DEKOIS-27796,0
Fc1c(OCc2cc(OCC(=O)N3C(C(=O)NO)CCC3)ccc2)ccc(C(=O)Nc2sccn2)c1,0.60785389,42 52 50 51,DEKOIS-27797,0
S(=O)(=O)(N)c1c(CCN2C(=O)C(=NNC(=O)COc3cc(F)cc(C)c3)Cc3c2cccc3)coc1,0.3945466,41 55 45 46,DEKOIS-27798,0
S=C(N(CCO)CC1OCC1)NCN1C(=O)c2c(C1=O)ccc(C(=O)Nc1c(OC)ccc(F)c1)c2,0.36088958,38 46 47 48,DEKOIS-27799,0
S(C)C1=CC(OC(=O)CCOC=O)C(NC(=O)C=2C(CCF)=C(C#N)C(=O)N(C(C=C)=CC)N=2)CC1,0.48204941,43 53 52 54,DEKOIS-27800,0
FC(Oc1cc(-c2sc(N(C(=O)C3(N4C(=O)CCC4=O)CC(=O)NCC3)C)nc2)ccc1)=CC(=O)N,0.52547449,37 50 52 54,DEKOIS-27801,0
O=C(Nc1c(C#N)c2c(s1)CN(C(=O)C1OCCC1)CC2)CC(=O)Nc1c(C(=O)OC)cccn1,0.26809591,38 54 53 55,DEKOIS-27803,0
Fc1c(OCC(=O)N(NC(=O)N2C(C(=O)NC3=C[SH0](=O)C=C3)CC(c3conc3)=CC2)C)cccc1,0.4196398,42 53 54 55,DEKOIS-27804,0
Fc1cc(N(CC2N(C)COC2)C2c3c(OCC2)cccc3)nc(C(=O)NN=C2C(=O)NC(=O)S2)c1,0.39438367,42 51 50 52,DEKOIS-27805,0
S=C(NC(=O)c1oc(COC(=O)N2CCCCC2)cc1)N1C(C(=O)Nc2cc(F)ncc2)CC(=O)C1,0.37437344,38 55 56 57,DEKOIS-27806,0
O=C(Nc1ccc(OCc2sccn2)cc1)C1N(C(=O)C2OC(C)CCC2)C(=O)N(C#N)C(=O)C1,0.3912102,40 49 50 51,DEKOIS-27807,0
S(CC(=O)OCF)C1=NC(=O)c2c(C)c(no2)NC(=O)CCCN(CC)CCC=C2OCCN1CC2,0.16670854,44 55 56 57,DEKOIS-27808,0
Fc1c(NC(=O)CCc2scc(C=C(C(=O)OC)C#N)n2)cc(C(=O)N2CC(=O)NC(=O)CC2)cc1,0.2688027,42 54 55 56,DEKOIS-27809,0
S(c1c(F)ccc(C(=O)NCCC)c1)C1=NC(=O)N2C(=N1)C=C(C)NC(=O)C(OC=O)C#COCC2,0.62432802,43 54 55 56,DEKOIS-27810,0
S(=O)(=O)(OC(F)C=CC=1C(NC(=O)CN2C(=O)CN(C)CC2)=C(C)NC(=O)C=1C#N)c1ccccc1,0.41962564,40 47 48 49,DEKOIS-27811,0
Fc1c(OC)cc(NC(=O)CNC(=O)N2CC(N3C(=O)CN(O)C(=O)C3)C(c3sccc3)CC2)cc1,0.6631223,38 48 59 50,DEKOIS-27812,0
Fc1cc(OC(=O)c2nc(N3CCCC3)sc2)cc(C=C2C(=O)N(CC(=O)N=CC)C(=O)NC2=O)c1,0.54085827,42 57 58 59,DEKOIS-27813,0
Fc1c(OC(C(=O)Nc2c(C#N)c3c(C(=O)N(C)CC3)s2)CC(=O)OC)ccc(N2C(=O)NCC2)c1,0.31718358,38 55 56 57,DEKOIS-27814,0
Fc1c(C(=O)N(C)C)ccc(N2C(=O)CC(NC(=O)Nc3cc(C=C4C(=O)N=C(OC)S4)oc3)C2)c1,0.17879011,40 45 46 47,DEKOIS-27816,0
FC1=C(C(=O)NC(C)=C1)C1=NC(=O)C(=O)NCCC(c2onc(-c3c(C)c(C)sc3)n2)OC(=O)CC1,0.5107348,43 51 55 53,DEKOIS-27817,0
O=C(N=C1SC(C(=O)OCCc2onc(C3NC4CC(C)(C3)CC4)n2)=C(C)N1)c1occc1,0.4608551,34 45 46 47,DEKOIS-27820,0
Fc1cc2N(C=C3C(=O)N(CC=C)C(=NCCOC4C[SH0](=O)CC4)NC3=O)C(=O)Oc2cc1,0.38738391,38 43 44 45,DEKOIS-27821,0
S(C(C(=O)N1C(=O)N(Cc2[nH]nc(CO)c2)C(=O)C1)=CC(F)OC)Cc1nc(-c2ccccc2)oc1,0.39432019,43 52 53 54,DEKOIS-27822,0
Fc1c(OCC#Cc2nc(-c3occc3)sc2)ccc(C(=O)N(CC(=O)N(C(=O)N)C=O)CC#N)c1,0.67399698,40 52 48 49,DEKOIS-27823,0
FCOC(=O)C1N2C(=O)N(CCCC(=O)NC)C(=Cc3c4c(c(O)cc3)cccc4)N=C2SC1,0.52662653,39 42 53 44,DEKOIS-27824,0
FC=CN1C(N=C2SC(=O)N(CCC(=O)Nc3cc(OCC)cc(OC)c3)C(=O)C2)=NC=CC1=O,0.3945466,42 46 56 58,DEKOIS-27825,0
S(=O)(=O)(CC(=O)Nc1cc(C#N)cc(C(=O)NN=C(C#N)C=Cc2cc(OCF)c(OC)cc2)c1)C,0.20090231,38 46 48 49,DEKOIS-27826,0
S(CC(=O)Oc1c(F)cc(C(=O)NN2C(=O)NCC2=O)cc1)c1ccc(C(=O)N(CC#N)CC)cc1,0.4105134,42 56 57 58,DEKOIS-27827,0
Fc1c(-c2oc3c(n2)cccc3)cc(NC(=O)CCC(=O)N=C2N(CC(=O)OC)C(=O)CS2)cc1,0.45826384,40 42 46 47,DEKOIS-27828,0
S(C(F)=O)C(C(=O)NCC#N)=CNC(=O)C(=O)N(C(CC(=O)N1CC(=C)C1)C)c1ccc(OC)cc1,0.151462,42 57 58 59,DEKOIS-27829,0
FC1OCCN(c2c(C(=O)O)[nH]c(C(OC(=O)C3C(=O)[N+](CC4Cc5scnc5CC4)CC3)C)n2)C1,0.54837304,37 46 48 50,DEKOIS-27830,0
Fc1c(NC(=O)C2OCCN(CCOC(=O)CC(NN)=C)C2)ccc2sc3C(=O)N(C)CC(=O)c3c12,0.3062042,44 59 58 60,DEKOIS-27831,0
S(C(N(CC(=O)NC(=O)O)C)=NC=1C(=O)NNC=1)c1c(C)c(C(=O)OCC2CCCCC2)c(F)cc1,0.56920111,42 52 53 54,DEKOIS-27832,0
Fc1c(OC2C(=O)NC(=Nc3c(C)scc3C(=O)OC)CN(C(=O)N3CC(O)C(N)C3)C2)cccc1,0.8530156,42 55 53 51,DEKOIS-27833,0
Fc1cc2N(CN(C(=O)C(=O)N(CCO)CC3C(=O)NCC3)Cc3scc(C)n3)C(=O)COc2cc1,0.42952701,44 58 59 60,DEKOIS-27834,0
Fc1c(C)c(NC(=O)CN2C(=O)CCC2)ccc1NC(=O)N(Cc1noc(C=O)c1)C,0.38342115,33 41 42 43,DEKOIS-27835,0
Fc1c(NC(=O)N(CC(=O)NC)Cc2nc(C#CCOC(=O)COC(=O)C)sc2)cc(CC#N)cc1,0.41953409,43 49 50 51,DEKOIS-27837,0
Fc1c(OC(=O)CC2OC(=O)NC(=O)C2)ccc(CNC(=O)c2c(C)nc(N3N(C)C=CC=C3)s2)c1,0.1652552,43 51 52 53,DEKOIS-27838,0
S(C=CC(=O)N1CC(=O)N(c2c(F)cc(C(=O)N(CC=3C(=O)NC=CC=3)C)cc2)CC1)CC,0.20367475,34 45 46 47,DEKOIS-27839,0
FCC(OCCN(C(=O)NC1C=C(C)N(NC(=O)c2sc(C=O)cc2)C(=O)C1)C1CC(=O)NCC1)C,0.21076135,39 59 58 60,DEKOIS-27840,0
O=C(NC=1C(=O)N(CC(O)c2oncc2)C=CC=1)C(C)c1scc(CC(=O)N2CCCC2)n1,0.54158604,38 49 48 50,DEKOIS-27841,0
Fc1oc(C(=O)N(C(=O)N(CCO)C2c3c(C)snc3CCC2)CCOCC(=O)NC)cc1,0.72401959,36 53 45 54,DEKOIS-27844,0
Fc1cc(C(=O)NC(C(=O)N=C2SCCC(=O)N2)=C(N=C2N(C)CCOC2OC)C)c(OCC)cc1,0.33733952,38 52 53 54,DEKOIS-27846,0
S(CC(=O)Nc1cc(F)c2OCCN(C(=O)NN)c2c1)CCCOC(=O)c1cc2NC(=O)Cc2cc1,0.15394114,38 54 55 56,DEKOIS-27847,0
FC(=O)N(C)c1ncc(C=C2C(=O)NC(=NC(=O)Cc3c(C(=O)N(CCO)C)c(C)oc3C)S2)cc1,0.17877834,43 55 56 57,DEKOIS-27848,0
Fc1c(NC(=O)c2sc(C)c(C(=O)OCc3onc(C4OCCN(CC#N)C4)n3)c2)cc(OC)cc1,0.2305602,38 49 50 51,DEKOIS-27849,0
S(C(=NC1=C(F)C(=O)OCC(=O)Nc2c(C(=O)N(CN(C=O)C)C1)[nH]cc2)C)c1cc(OC)ccc1,0.25316781,43 48 47 49,DEKOIS-27851,0
FCCOCC(=O)C1=C(C)C(=CN=Cc2c(C)nc(N3CC4(OC(C)C3)OOCC4)s2)C(=O)NC1=N,0.67482162,44 62 63 64,DEKOIS-27852,0
S(C(C(=O)N=CN)CC(=O)OC)c1n(CC2OCCN(C)C2)c(-c2c(F)cc(C(=O)OC)cc2)cn1,0.20899923,37 49 50 51,DEKOIS-27854,0
S(C(=NC1C(=O)N(c2c(F)ccc(C)c2)C(=O)C1)C)C=C(C(=O)OCC(C)C)C=1C(=O)NC(=O)NN=1,0.80054021,40 52 45 54,DEKOIS-27855,0
S(CC(=O)OC)c1nc(O)c2C(C(=O)OCF)N(C)C(=O)C(N(CC3CC3)c2n1)c1ncccc1,0.8326661,40 45 53 55,DEKOIS-27856,0
S(C)C1=C(C(=O)N(CC)C)C(=O)NC(N2C(=O)C(CCC(=O)N3C(=CC)C(F)=COCC3)CC2=O)=N1,0.4711273,43 58 53 55,DEKOIS-27857,0
FC(C(=CCO)N1C(=O)C(C(O)CN2C(=O)N=C3N(CC)C=CC(c4sccn4)=C3C2=O)CC1=O)=C,0.59688324,41 55 54 53,DEKOIS-27858,0
Fc1nc2C(NC(=O)Nc3sc(C(=O)COC(=O)C=C4N(C)C(=O)CO4)c(C)n3)CCCc2cc1,0.39427644,42 56 57 58,DEKOIS-27859,0
Fc1c(C=CC(=O)OC(C(=O)c2c(OC(C(=O)N3CNCC3)CC(=O)NC)nccc2)C)ccs1,0.76078826,39 53 43 45,DEKOIS-27860,0
S(NC(=O)C(=O)Oc1c(F)c(OC)ccc1)C1=NC(Cc2oc(C(C=O)C)cn2)=NC2N1CCC=C2,0.54898459,42 53 52 54,DEKOIS-27861,0
S(CC(=O)OCC(=O)N1CCOCC1)c1c(c(N)nc(C)n1)-c1cc(F)c(OC)cc1,0.41823852,37 46 45 47,DEKOIS-27862,0
Fc1c(OC(=O)N=C2Sc3c(N2)cccc3)ccc(NC(=O)CN(C(=O)N(C)C)C(=O)C(OC)C)c1,0.68007195,41 46 45 48,DEKOIS-27863,0
FCCN1C(=O)N(CCCC)C=C(NC(=O)C2CC(=O)OC(C(=O)Nc3sc(C)c(C)n3)(C)C2)C1=O,0.26525536,41 56 57 58,DEKOIS-27864,0
FC(=CC(=O)CO)C=1N=C2SCCN2C(=O)CN(C(=O)C(=O)NN=C)C(c2occc2)=CC(C)=CC=1,0.82134241,38 60 58 57,DEKOIS-27865,0
FC(=CC1=C(C)CCN(C(=O)CCOC(=O)C2Cc3c(n(C=4SCC(=O)N=4)nc3)CC2)C1)CO,0.14888032,36 48 49 50,DEKOIS-27868,0
FOCCN1C(=O)C(=O)NC1=NC(=O)c1c(CN2CCOCC2)c(C)sc1C(=O)NC1CCCCC1,0.72467285,40 51 55 53,DEKOIS-27869,0
FC=C(O)C1N(C2=NC=C(CCNC(=O)CN3C(=O)c4c(OCC3)cccc4)C(=O)N2)CC[SH0](=O)C1,0.31833029,41 55 58 59,DEKOIS-27870,0
S(CC(=O)Nc1c(CN2C(=O)N(C)CC2)ccc(NC(=O)COC(=O)COc2cnc(F)cc2)c1)C,0.41977385,42 52 53 54,DEKOIS-27871,0
[SH0](=N)(N)C=1N=C(COC(=O)C=C(F)Oc2ccc(OCC(=O)N3CC(CC)CCC3)cc2)NC(=O)C=1,0.37283313,37 47 44 46,DEKOIS-27872,0
Fc1c2c(N(c3sc(C(=O)OC(C(=O)NC(C#N)(CO)CC)C)nn3)CC(C(=O)OCC)C2)ccc1,0.11937695,37 44 45 46,DEKOIS-27873,0
SCCCn1c2nc(C(F)=C(NN=O)C(=O)OCCOc3c(OCCN(C(=O)C)CC2)cccc3)c1,0.41965067,38 44 45 46,DEKOIS-27875,0
S(=O)(=O)(N(CC(=O)NCC(=O)N(CC(=O)Nc1cc(F)c(OCC#C)cc1)C)C=1C=NCC=1)CC=C,0.30656001,42 52 51 53,DEKOIS-27877,0
S(CC(=CC(=O)Nc1onc(C(C)C)n1)C)CCC(=O)N(CC(=O)N1C=2C(=C(F)CC=2)OOCC1)C,0.30663392,44 53 52 54,DEKOIS-27878,0
[SH0](=O)(CCCC(=O)NN1C(=O)N(C)CC(C#N)=C1)Cc1oc(C(=O)Oc2c(F)ccc(C#N)c2)cc1,0.56827754,39 55 54 56,DEKOIS-27879,0
